"","Year","Area","Area.Abbreviation","latitude","longitude","AlcoholicBeverages","Beans","Cereals","Coffee","Fruits","InfantFood","Meat","Nuts","Seafood","Spices","Sweeteners","Tea","Vegetables"
"4359",1986,"Austria","AUT",47.52,14.55,NA,NA,3143,NA,NA,NA,2,NA,164,NA,5,NA,0
"4360",1986,"Azerbaijan","AZE",40.14,47.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4361",1986,"Bahamas","AZE",25.03,-77.4,NA,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4362",1986,"Bangladesh","BGD",23.68,90.36,NA,NA,312,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4363",1986,"Barbados","BRB",13.19,-59.54,NA,NA,39,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4364",1986,"Belarus","BLR",53.71,27.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4365",1986,"Belgium","BEL",50.5,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4366",1986,"Belize","BLZ",17.19,-88.5,NA,NA,9,NA,0,NA,NA,NA,0,NA,NA,NA,NA
"4367",1986,"Benin","BEN",9.31,2.32,NA,NA,15,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4368",1986,"Bermuda","BMU",32.32,-64.76,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4369",1986,"Bolivia (Plurinational State of)","BOL",-16.29,-63.59,NA,NA,386,NA,28,NA,NA,NA,0,NA,NA,NA,NA
"4370",1986,"Bosnia and Herzegovina","BIH",43.92,17.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4371",1986,"Botswana","BWA",-22.33,24.68,NA,NA,10,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4372",1986,"Brazil","BRA",-14.24,-51.93,NA,NA,17852,NA,NA,NA,NA,NA,31,NA,NA,NA,0
"4373",1986,"Brunei Darussalam","BRN",4.54,114.73,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"4374",1986,"Bulgaria","BGR",42.73,25.49,NA,6,5212,NA,NA,NA,NA,NA,88,NA,0,NA,100
"4375",1986,"Burkina Faso","BFA",12.24,-1.56,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4376",1986,"Cabo Verde","CPV",16,-24.01,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4377",1986,"Cambodia","KHM",12.57,104.99,NA,NA,28,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4378",1986,"Cameroon","CMR",7.37,12.35,NA,NA,10,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4379",1986,"Canada","CAN",56.13,-106.35,NA,NA,19248,NA,NA,NA,5,NA,54,NA,NA,NA,NA
"4380",1986,"Central African Republic","CAF",6.61,20.94,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4381",1986,"Chad","TCD",15.45,18.73,NA,NA,13,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4382",1986,"Chile","CHL",-35.68,-71.54,NA,NA,914,NA,NA,NA,5,NA,475,NA,NA,NA,NA
"4383",1986,"China, Hong Kong SAR","CHN",22.4,114.11,NA,NA,169,NA,NA,NA,NA,NA,17,NA,NA,NA,0
"4384",1986,"China, Macao SAR","CHN",22.2,113.54,NA,NA,1,NA,0,NA,NA,NA,0,NA,NA,NA,NA
"4385",1986,"China, mainland","CHN",35.86,104.2,NA,0,60822,NA,NA,NA,1,NA,1263,NA,NA,NA,1397
"4386",1986,"China, Taiwan Province of","CHN",23.7,120.96,NA,NA,4475,NA,NA,NA,NA,NA,1715,NA,NA,NA,NA
"4387",1986,"Colombia","COL",4.57,-74.3,NA,NA,832,NA,359,NA,NA,NA,188,NA,90,NA,34
"4388",1986,"Congo","COD",-0.23,15.83,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4389",1986,"Costa Rica","CRI",9.75,-83.75,NA,NA,110,NA,70,NA,NA,NA,0,NA,NA,NA,0
"4390",1986,"Côte d'Ivoire","CIV",7.54,-5.55,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4391",1986,"Croatia","HRV",45.1,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4392",1986,"Cuba","CUB",21.52,-77.78,NA,NA,1141,NA,16,NA,NA,NA,175,NA,0,NA,6
"4393",1986,"Cyprus","CYP",35.13,33.43,NA,NA,438,NA,NA,NA,NA,NA,26,NA,NA,NA,1
"4394",1986,"Czechia","CZE",49.82,15.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4395",1986,"Democratic People's Republic of Korea","KOR",40.34,127.51,NA,NA,2059,NA,NA,NA,NA,NA,0,NA,NA,NA,43
"4396",1986,"Denmark","DNK",56.26,9.5,NA,NA,6091,NA,NA,NA,NA,NA,471,NA,1,NA,0
"4397",1986,"Djibouti","DJI",11.83,42.59,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"4398",1986,"Dominica","DMA",15.41,-61.37,NA,NA,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA
"4399",1986,"Dominican Republic","DOM",18.74,-70.16,NA,NA,213,NA,26,NA,NA,NA,4,NA,NA,NA,NA
"4400",1986,"Ecuador","ECU",-1.83,-78.18,NA,NA,206,NA,116,NA,NA,NA,116,NA,NA,NA,6
"4401",1986,"Egypt","EGY",26.82,30.8,NA,NA,3390,NA,NA,NA,NA,NA,190,NA,NA,NA,0
"4402",1986,"El Salvador","SLV",13.79,-88.9,NA,NA,137,NA,3,NA,NA,NA,0,NA,NA,NA,0
"4403",1986,"Estonia","EST",58.6,25.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4404",1986,"Ethiopia","ETH",9.15,40.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4405",1986,"Fiji","FJI",-16.58,179.41,NA,NA,10,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
"4406",1986,"Finland","FIN",61.92,25.75,NA,NA,2298,NA,NA,NA,NA,NA,419,NA,1,NA,0
"4407",1986,"France","FRA",46.23,2.21,NA,NA,18354,NA,NA,NA,NA,NA,291,NA,24,NA,148
"4408",1986,"French Polynesia","PYF",-17.68,-149.41,NA,NA,8,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4409",1986,"Gabon","GAB",-0.8,11.61,NA,NA,14,NA,23,NA,NA,NA,0,NA,NA,NA,NA
"4410",1986,"Gambia","GMB",13.44,-15.31,NA,NA,12,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4411",1986,"Georgia","GEO",42.32,43.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4412",1986,"Germany","DEU",51.17,10.45,NA,4,25849,NA,NA,NA,NA,NA,1267,NA,4,NA,103
"4413",1986,"Ghana","GHA",7.95,-1.02,NA,NA,274,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4414",1986,"Greece","GRC",39.07,21.82,NA,1,2495,NA,18,NA,0,NA,123,NA,NA,NA,114
"4415",1986,"Grenada","GRD",12.26,-61.6,NA,NA,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA
"4416",1986,"Guatemala","GTM",15.78,-90.23,NA,NA,230,NA,29,NA,NA,NA,11,NA,0,NA,NA
"4417",1986,"Guinea","GIN",9.95,-9.7,NA,NA,26,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4418",1986,"Guinea-Bissau","GNB",11.8,-15.18,NA,NA,6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4419",1986,"Guyana","GUY",4.86,-58.93,NA,NA,45,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"4420",1986,"Haiti","HTI",18.97,-72.29,NA,NA,20,NA,64,NA,1,NA,0,NA,NA,NA,NA
"4421",1986,"Honduras","HND",15.2,-86.24,NA,NA,60,NA,47,NA,0,NA,1,NA,NA,NA,NA
"4422",1986,"Hungary","HUN",47.16,19.5,NA,0,9265,NA,5,NA,NA,NA,391,NA,8,NA,89
"4423",1986,"Iceland","ISL",64.96,-19.02,NA,NA,26,NA,NA,NA,NA,NA,12,NA,NA,0,NA
"4424",1986,"India","IND",20.59,78.96,NA,182,1353,NA,NA,NA,NA,NA,158,NA,391,NA,NA
"4425",1986,"Indonesia","IDN",-0.79,113.92,NA,NA,1062,NA,NA,NA,NA,NA,159,NA,NA,NA,NA
"4426",1986,"Iran (Islamic Republic of)","IRN",32.43,53.69,NA,NA,3947,NA,NA,NA,NA,NA,358,NA,NA,NA,NA
"4427",1986,"Iraq","IRQ",33.22,43.68,NA,NA,1360,NA,120,NA,NA,NA,0,NA,NA,NA,NA
"4428",1986,"Ireland","IRL",53.41,-8.24,NA,0,1406,NA,NA,NA,NA,NA,44,NA,0,NA,54
"4429",1986,"Israel","ISR",31.05,34.85,NA,NA,1152,NA,0,NA,NA,NA,26,NA,27,NA,0
"4430",1986,"Italy","ITA",41.87,12.57,NA,NA,11104,NA,NA,NA,1,NA,389,NA,0,NA,588
"4431",1986,"Jamaica","JAM",18.11,-77.3,NA,NA,89,NA,2,NA,NA,NA,0,NA,NA,NA,NA
"4432",1986,"Japan","JPN",36.2,138.25,NA,14,18921,NA,NA,NA,NA,NA,4887,NA,NA,NA,0
"4433",1986,"Jordan","JOR",30.59,36.24,NA,NA,392,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4434",1986,"Kazakhstan","KAZ",48.02,66.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4435",1986,"Kenya","KEN",-0.02,37.91,NA,NA,121,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
"4436",1986,"Kiribati","KIR",-3.37,-168.73,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4437",1986,"Kuwait","KWT",29.31,47.48,NA,NA,209,NA,0,NA,NA,NA,0,NA,NA,NA,NA
"4438",1986,"Kyrgyzstan","KGZ",41.2,74.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4439",1986,"Lao People's Democratic Republic","LAO",19.86,102.5,NA,NA,81,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4440",1986,"Latvia","LVA",56.88,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4441",1986,"Lebanon","LBN",33.85,35.86,NA,NA,188,NA,40,NA,NA,NA,0,NA,NA,NA,0
"4442",1986,"Lesotho","LSO",-29.61,28.23,NA,NA,12,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4443",1986,"Liberia","LBR",6.43,-9.43,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4444",1986,"Lithuania","LTU",55.17,23.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4445",1986,"Luxembourg","LUX",49.82,6.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4446",1986,"Madagascar","MDG",-18.77,46.87,NA,NA,160,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4447",1986,"Malawi","MWI",-13.25,34.3,NA,0,62,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4448",1986,"Malaysia","MYS",4.21,101.98,NA,NA,1172,NA,NA,NA,NA,NA,296,NA,NA,NA,NA
"4449",1986,"Maldives","MDV",3.2,73.22,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4450",1986,"Mali","MLI",17.57,-4,NA,NA,177,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4451",1986,"Malta","MLT",35.94,14.38,NA,NA,74,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4452",1986,"Mauritania","MRT",21.01,-10.94,NA,NA,31,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4453",1986,"Mauritius","MUS",-20.35,57.55,NA,NA,17,NA,0,NA,NA,NA,1,NA,NA,NA,NA
"4454",1986,"Mexico","MEX",23.63,-102.55,NA,NA,12103,NA,NA,NA,NA,NA,447,NA,NA,NA,0
"4455",1986,"Mongolia","MNG",46.86,103.85,NA,NA,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"4456",1986,"Montenegro","MNE",42.71,19.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4457",1986,"Morocco","MAR",31.79,-7.09,NA,NA,929,NA,4,NA,NA,NA,201,NA,NA,NA,4
"4458",1986,"Mozambique","MOZ",-18.67,35.53,NA,NA,8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4459",1986,"Myanmar","MMR",21.91,95.96,NA,0,2798,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4460",1986,"Namibia","NAM",-22.96,18.49,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4461",1986,"Nepal","NPL",28.39,84.12,NA,NA,301,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4462",1986,"Netherlands","NLD",52.13,5.29,NA,89,2036,NA,NA,NA,NA,NA,446,NA,0,NA,1
"4463",1986,"New Caledonia","NCL",-20.9,165.62,NA,NA,9,NA,0,NA,NA,NA,0,NA,NA,NA,NA
"4464",1986,"New Zealand","NZL",-40.9,174.89,NA,NA,371,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4465",1986,"Nicaragua","NIC",12.87,-85.21,NA,NA,118,NA,3,NA,NA,NA,0,NA,NA,NA,NA
"4466",1986,"Niger","NER",17.61,8.08,NA,NA,204,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4467",1986,"Nigeria","NGA",9.08,8.68,NA,NA,2526,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
"4468",1986,"Norway","NOR",60.47,8.47,NA,NA,1040,NA,NA,NA,NA,NA,450,NA,0,NA,0
"4469",1986,"Oman","OMN",21.51,55.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4470",1986,"Pakistan","PAK",30.38,69.35,NA,NA,695,NA,NA,NA,NA,NA,172,NA,NA,NA,0
"4471",1986,"Panama","PAN",8.54,-80.78,NA,NA,74,NA,61,NA,NA,NA,41,NA,NA,NA,NA
"4472",1986,"Paraguay","PRY",-23.44,-58.44,NA,NA,99,NA,12,NA,NA,NA,0,NA,NA,NA,NA
"4473",1986,"Peru","PER",-9.19,-75.02,NA,NA,975,NA,NA,NA,NA,NA,670,NA,NA,NA,0
"4474",1986,"Philippines","PHL",12.88,121.77,NA,NA,2638,NA,383,NA,NA,NA,181,NA,NA,NA,0
"4475",1986,"Poland","POL",51.92,19.15,NA,NA,17420,NA,NA,NA,NA,NA,295,NA,44,NA,17
"4476",1986,"Portugal","PRT",39.4,-8.22,NA,0,1951,NA,1,NA,NA,NA,87,NA,NA,NA,15
"4477",1986,"Republic of Korea","QAT",35.91,127.77,NA,NA,4195,NA,NA,NA,NA,NA,159,NA,NA,NA,NA
"4478",1986,"Republic of Moldova","MDA",47.41,28.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4479",1986,"Romania","ROU",45.94,24.97,NA,65,12587,NA,91,NA,NA,NA,194,NA,33,NA,682
"4480",1986,"Russian Federation","RUS",61.52,105.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4481",1986,"Rwanda","RWA",-1.94,29.87,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4482",1986,"Saint Kitts and Nevis","KNA",17.36,-62.78,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4483",1986,"Saint Lucia","LCA",13.91,-60.98,NA,NA,1,NA,20,NA,NA,NA,0,NA,NA,NA,NA
"4484",1986,"Saint Vincent and the Grenadines","VCT",12.98,-61.29,NA,NA,2,NA,0,NA,NA,NA,0,NA,NA,NA,NA
"4485",1986,"Samoa","WSM",-13.76,-172.1,NA,NA,0,NA,3,NA,NA,NA,0,NA,NA,NA,NA
"4486",1986,"Sao Tome and Principe","STP",0.19,6.61,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4487",1986,"Saudi Arabia","SAU",23.89,45.08,NA,NA,5402,NA,NA,NA,NA,NA,9,NA,NA,NA,0
"4488",1986,"Senegal","SEN",14.5,-14.45,NA,NA,28,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4489",1986,"Serbia","SRB",44.02,21.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4490",1986,"Sierra Leone","SLE",8.46,-11.78,NA,NA,7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4491",1986,"Slovakia","SVK",48.67,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4492",1986,"Slovenia","SVN",46.15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4493",1986,"Solomon Islands","SLB",-9.65,160.16,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4494",1986,"South Africa","ZAF",-30.56,22.94,NA,NA,3502,NA,NA,NA,1,NA,782,NA,NA,NA,64
"4495",1986,"Spain","ESP",40.46,-3.75,NA,0,14372,NA,71,NA,0,NA,370,NA,33,NA,369
"4496",1986,"Sri Lanka","LKA",7.87,80.77,NA,NA,14,NA,NA,NA,NA,NA,8,NA,2,NA,NA
"4497",1986,"Sudan","SDN",12.86,30.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4498",1986,"Suriname","SUR",3.92,-56.03,NA,NA,31,NA,4,NA,NA,NA,0,NA,NA,NA,NA
"4499",1986,"Swaziland","SWZ",-26.52,31.47,NA,NA,22,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4500",1986,"Sweden","SWE",60.13,18.64,NA,4,3260,NA,NA,NA,NA,NA,584,NA,NA,NA,0
"4501",1986,"Switzerland","CHE",46.82,8.23,NA,1,1290,NA,NA,NA,NA,NA,361,NA,0,NA,1
"4502",1986,"Tajikistan","TJK",38.86,71.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4503",1986,"Thailand","THA",15.87,100.99,NA,NA,681,NA,NA,NA,NA,NA,698,NA,NA,NA,0
"4504",1986,"The former Yugoslav Republic of Macedonia","THA",41.61,21.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4505",1986,"Timor-Leste","TLS",-8.87,125.73,NA,NA,7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4506",1986,"Togo","TGO",8.62,0.82,NA,NA,9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4507",1986,"Trinidad and Tobago","TTO",10.69,-61.22,NA,NA,82,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
"4508",1986,"Tunisia","TUN",33.89,9.54,NA,NA,572,NA,9,NA,NA,NA,1,NA,NA,NA,38
"4509",1986,"Turkey","TUR",38.96,35.24,NA,NA,5731,NA,NA,NA,NA,NA,145,NA,NA,NA,2509
"4510",1986,"Turkmenistan","TKM",38.97,59.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4511",1986,"Uganda","UGA",1.37,32.29,NA,NA,111,NA,1641,NA,NA,NA,0,NA,NA,NA,NA
"4512",1986,"Ukraine","UKR",48.38,31.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4513",1986,"United Arab Emirates","ARE",23.42,53.85,NA,NA,132,NA,57,NA,NA,NA,0,NA,NA,NA,0
"4514",1986,"United Kingdom","GBR",55.38,-3.44,NA,58,11326,NA,NA,NA,NA,NA,1181,NA,7,NA,142
"4515",1986,"United Republic of Tanzania","TZA",-6.37,34.89,NA,NA,154,NA,12,NA,NA,NA,0,NA,NA,NA,NA
"4516",1986,"United States of America","USA",37.09,-95.71,NA,0,155490,NA,NA,NA,20,NA,1583,NA,NA,NA,129
"4517",1986,"Uruguay","URY",-32.52,-55.77,NA,NA,157,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"4518",1986,"Uzbekistan","UZB",41.38,64.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4519",1986,"Vanuatu","VUT",-15.38,166.96,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4520",1986,"Venezuela (Bolivarian Republic of)","VEN",6.42,-66.59,NA,NA,1459,NA,20,NA,NA,NA,31,NA,NA,NA,NA
"4521",1986,"Viet Nam","VNM",14.06,108.28,NA,NA,228,NA,NA,NA,NA,NA,27,NA,NA,NA,NA
"4522",1986,"Yemen","YEM",15.55,48.52,NA,NA,45,NA,NA,NA,NA,NA,13,NA,NA,NA,NA
"4523",1986,"Zambia","ZMB",-13.13,27.85,NA,NA,36,NA,NA,NA,NA,NA,2,NA,NA,NA,0
"4524",1986,"Zimbabwe","ZWE",-19.02,29.15,NA,NA,203,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
"4525",1987,"Afghanistan","AFG",33.94,67.71,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4526",1987,"Albania","ALB",41.15,20.17,NA,0,193,NA,NA,NA,NA,NA,2,NA,NA,NA,6
"4527",1987,"Algeria","DZA",28.03,1.66,NA,NA,1487,NA,NA,NA,NA,NA,145,NA,NA,NA,2
"4528",1987,"Angola","AGO",-11.2,17.87,NA,NA,11,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
"4529",1987,"Antigua and Barbuda","ATG",17.06,-61.8,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4530",1987,"Argentina","ARG",-38.42,-63.62,NA,NA,6054,NA,NA,NA,NA,NA,1,NA,NA,NA,0
"4531",1987,"Armenia","ARM",40.07,45.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4532",1987,"Australia","AUS",-25.27,133.78,NA,NA,3313,NA,NA,NA,NA,NA,67,NA,7,NA,NA
"4533",1987,"Austria","AUT",47.52,14.55,NA,NA,2919,NA,NA,NA,2,NA,163,NA,5,NA,0
"4534",1987,"Azerbaijan","AZE",40.14,47.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4535",1987,"Bahamas","AZE",25.03,-77.4,NA,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4536",1987,"Bangladesh","BGD",23.68,90.36,NA,NA,311,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4537",1987,"Barbados","BRB",13.19,-59.54,NA,NA,36,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4538",1987,"Belarus","BLR",53.71,27.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4539",1987,"Belgium","BEL",50.5,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4540",1987,"Belize","BLZ",17.19,-88.5,NA,NA,16,NA,0,NA,NA,NA,0,NA,NA,NA,NA
"4541",1987,"Benin","BEN",9.31,2.32,NA,NA,16,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4542",1987,"Bermuda","BMU",32.32,-64.76,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4543",1987,"Bolivia (Plurinational State of)","BOL",-16.29,-63.59,NA,NA,303,NA,32,NA,NA,NA,0,NA,NA,NA,NA
"4544",1987,"Bosnia and Herzegovina","BIH",43.92,17.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4545",1987,"Botswana","BWA",-22.33,24.68,NA,NA,8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4546",1987,"Brazil","BRA",-14.24,-51.93,NA,NA,20135,NA,NA,NA,NA,NA,30,NA,NA,NA,0
"4547",1987,"Brunei Darussalam","BRN",4.54,114.73,NA,NA,4,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
"4548",1987,"Bulgaria","BGR",42.73,25.49,NA,5,5057,NA,NA,NA,NA,NA,101,NA,0,NA,61
"4549",1987,"Burkina Faso","BFA",12.24,-1.56,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4550",1987,"Cabo Verde","CPV",16,-24.01,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4551",1987,"Cambodia","KHM",12.57,104.99,NA,NA,25,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4552",1987,"Cameroon","CMR",7.37,12.35,NA,NA,10,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4553",1987,"Canada","CAN",56.13,-106.35,NA,NA,20154,NA,NA,NA,5,NA,6,NA,NA,NA,NA
"4554",1987,"Central African Republic","CAF",6.61,20.94,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4555",1987,"Chad","TCD",15.45,18.73,NA,NA,11,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4556",1987,"Chile","CHL",-35.68,-71.54,NA,NA,929,NA,NA,NA,5,NA,437,NA,NA,NA,NA
"4557",1987,"China, Hong Kong SAR","CHN",22.4,114.11,NA,NA,141,NA,NA,NA,NA,NA,41,NA,NA,NA,0
"4558",1987,"China, Macao SAR","CHN",22.2,113.54,NA,NA,1,NA,0,NA,NA,NA,0,NA,NA,NA,NA
"4559",1987,"China, mainland","CHN",35.86,104.2,NA,0,60779,NA,NA,NA,1,NA,1386,NA,NA,NA,1512
"4560",1987,"China, Taiwan Province of","CHN",23.7,120.96,NA,NA,5018,NA,NA,NA,NA,NA,2216,NA,NA,NA,NA
"4561",1987,"Colombia","COL",4.57,-74.3,NA,NA,903,NA,245,NA,NA,NA,80,NA,90,NA,27
"4562",1987,"Congo","COD",-0.23,15.83,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4563",1987,"Costa Rica","CRI",9.75,-83.75,NA,NA,98,NA,73,NA,NA,NA,5,NA,NA,NA,0
"4564",1987,"Côte d'Ivoire","CIV",7.54,-5.55,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4565",1987,"Croatia","HRV",45.1,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4566",1987,"Cuba","CUB",21.52,-77.78,NA,NA,1246,NA,14,NA,NA,NA,149,NA,0,NA,4
"4567",1987,"Cyprus","CYP",35.13,33.43,NA,NA,456,NA,NA,NA,NA,NA,27,NA,NA,NA,1
"4568",1987,"Czechia","CZE",49.82,15.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4569",1987,"Democratic People's Republic of Korea","KOR",40.34,127.51,NA,NA,2085,NA,NA,NA,NA,NA,0,NA,NA,NA,40
"4570",1987,"Denmark","DNK",56.26,9.5,NA,NA,5021,NA,NA,NA,NA,NA,453,NA,1,NA,0
"4571",1987,"Djibouti","DJI",11.83,42.59,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"4572",1987,"Dominica","DMA",15.41,-61.37,NA,NA,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA
"4573",1987,"Dominican Republic","DOM",18.74,-70.16,NA,NA,421,NA,25,NA,NA,NA,5,NA,NA,NA,NA
"4574",1987,"Ecuador","ECU",-1.83,-78.18,NA,NA,219,NA,131,NA,NA,NA,87,NA,NA,NA,6
"4575",1987,"Egypt","EGY",26.82,30.8,NA,NA,3480,NA,NA,NA,NA,NA,147,NA,NA,NA,1
"4576",1987,"El Salvador","SLV",13.79,-88.9,NA,NA,129,NA,4,NA,NA,NA,0,NA,NA,NA,0
