"","Year","Area","Area.Abbreviation","latitude","longitude","AlcoholicBeverages","Beans","Cereals","Coffee","Fruits","InfantFood","Meat","Nuts","Seafood","Spices","Sweeteners","Tea","Vegetables"
"1799",1971,"Gabon","GAB",-0.8,11.61,25,0,20,0,117,0,29,0,15,0,3,0,26
"1800",1971,"Gambia","GMB",13.44,-15.31,17,0,79,0,3,0,6,0,6,0,9,0,7
"1801",1971,"Georgia","GEO",42.32,43.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1802",1971,"Germany","DEU",51.17,10.45,12348,40,7510,363,8461,0,6394,173,901,25,3127,11,4666
"1803",1971,"Ghana","GHA",7.95,-1.02,251,0,492,0,939,1,89,5,306,15,84,0,290
"1804",1971,"Greece","GRC",39.07,21.82,323,34,1352,13,1036,5,449,66,134,2,216,0,2015
"1805",1971,"Grenada","GRD",12.26,-61.6,2,0,8,0,14,0,3,0,3,0,4,0,2
"1806",1971,"Guatemala","GTM",15.78,-90.23,46,57,745,18,198,0,64,0,3,1,156,0,158
"1807",1971,"Guinea","GIN",9.95,-9.7,7,0,368,3,476,0,18,0,11,0,14,0,413
"1808",1971,"Guinea-Bissau","GNB",11.8,-15.18,11,0,67,0,31,0,9,2,2,0,3,0,17
"1809",1971,"Guyana","GUY",4.86,-58.93,10,0,83,1,42,0,16,0,16,1,29,0,9
"1810",1971,"Haiti","HTI",18.97,-72.29,47,35,413,13,587,1,57,NA,5,0,111,0,203
"1811",1971,"Honduras","HND",15.2,-86.24,33,25,344,9,251,0,35,0,3,0,77,0,50
"1812",1971,"Hungary","HUN",47.16,19.5,1080,4,1776,24,674,0,973,21,37,47,391,1,1004
"1813",1971,"Iceland","ISL",64.96,-19.02,4,0,18,2,10,0,13,0,15,0,11,0,3
"1814",1971,"India","IND",20.59,78.96,312,1624,79236,73,14607,21,2068,241,1629,762,11629,232,24873
"1815",1971,"Indonesia","IDN",-0.79,113.92,36,261,15381,100,3118,0,461,8,1196,41,1522,25,2155
"1816",1971,"Iran (Islamic Republic of)","IRN",32.43,53.69,44,40,4233,0,1422,1,428,55,18,16,734,23,2282
"1817",1971,"Iraq","IRQ",33.22,43.68,9,10,1547,1,311,0,118,4,25,7,322,20,1868
"1818",1971,"Ireland","IRL",53.41,-8.24,265,1,380,2,154,NA,227,3,31,0,169,12,132
"1819",1971,"Israel","ISR",31.05,34.85,69,5,464,6,579,0,157,4,55,1,120,2,527
"1820",1971,"Italy","ITA",41.87,12.57,6845,124,10199,177,6731,3,3053,248,731,4,1662,3,8536
"1821",1971,"Jamaica","JAM",18.11,-77.3,52,2,212,2,208,1,58,0,50,2,94,0,63
"1822",1971,"Japan","JPN",36.2,138.25,4891,287,15065,85,5602,NA,2060,81,6660,31,3387,106,13736
"1823",1971,"Jordan","JOR",30.59,36.24,2,0,257,3,68,1,24,1,3,0,47,3,148
"1824",1971,"Kazakhstan","KAZ",48.02,66.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1825",1971,"Kenya","KEN",-0.02,37.91,504,74,1681,1,458,0,191,2,25,3,213,3,295
"1826",1971,"Kiribati","KIR",-3.37,-168.73,0,NA,4,0,3,0,1,0,3,0,1,0,3
"1827",1971,"Kuwait","KWT",29.31,47.48,0,0,98,1,72,1,29,2,6,1,31,2,112
"1828",1971,"Kyrgyzstan","KGZ",41.2,74.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1829",1971,"Lao People's Democratic Republic","LAO",19.86,102.5,15,1,532,3,70,0,29,0,20,4,5,0,45
"1830",1971,"Latvia","LVA",56.88,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1831",1971,"Lebanon","LBN",33.85,35.86,15,1,332,6,282,1,62,10,9,1,92,5,278
"1832",1971,"Lesotho","LSO",-29.61,28.23,41,2,213,0,16,NA,19,0,0,0,14,0,18
"1833",1971,"Liberia","LBR",6.43,-9.43,13,NA,179,0,91,0,16,1,21,0,7,0,50
"1834",1971,"Lithuania","LTU",55.17,23.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1835",1971,"Luxembourg","LUX",49.82,6.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1836",1971,"Madagascar","MDG",-18.77,46.87,42,33,1046,4,547,0,156,1,52,3,87,0,222
"1837",1971,"Malawi","MWI",-13.25,34.3,183,32,877,0,243,0,22,0,59,1,33,0,149
"1838",1971,"Malaysia","MYS",4.21,101.98,40,17,1774,8,681,5,175,5,275,20,313,4,285
"1839",1971,"Maldives","MDV",3.2,73.22,0,0,12,0,6,0,1,1,11,0,4,0,12
"1840",1971,"Mali","MLI",17.57,-4,33,0,759,0,99,0,108,15,70,1,34,1,212
"1841",1971,"Malta","MLT",35.94,14.38,8,1,51,1,19,0,16,0,3,0,16,1,29
"1842",1971,"Mauritania","MRT",21.01,-10.94,1,0,129,0,11,0,43,0,12,0,18,0,4
"1843",1971,"Mauritius","MUS",-20.35,57.55,7,0,123,0,14,0,6,0,9,1,36,1,23
"1844",1971,"Mexico","MEX",23.63,-102.55,1361,856,8715,83,4610,1,1269,26,225,22,1875,0,1737
"1845",1971,"Mongolia","MNG",46.86,103.85,4,0,183,0,5,0,143,0,1,0,17,4,11
"1846",1971,"Montenegro","MNE",42.71,19.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1847",1971,"Morocco","MAR",31.79,-7.09,83,2,3474,12,521,0,202,3,78,14,442,14,632
"1848",1971,"Mozambique","MOZ",-18.67,35.53,78,0,671,3,295,1,61,65,48,0,109,0,165
"1849",1971,"Myanmar","MMR",21.91,95.96,12,85,3113,1,668,0,191,19,385,21,128,11,819
"1850",1971,"Namibia","NAM",-22.96,18.49,3,0,83,0,24,0,34,0,7,0,26,0,21
"1851",1971,"Nepal","NPL",28.39,84.12,0,9,1843,0,104,0,84,0,2,14,15,1,180
"1852",1971,"Netherlands","NLD",52.13,5.29,941,10,969,94,1132,NA,820,19,171,4,654,9,1025
"1853",1971,"New Caledonia","NCL",-20.9,165.62,16,0,13,1,10,0,7,0,1,0,5,0,7
"1854",1971,"New Zealand","NZL",-40.9,174.89,378,1,230,7,190,NA,308,1,50,0,139,7,222
"1855",1971,"Nicaragua","NIC",12.87,-85.21,26,43,269,6,160,0,57,0,5,0,81,0,33
"1856",1971,"Niger","NER",17.61,8.08,4,0,1001,0,23,0,94,2,1,1,13,0,46
"1857",1971,"Nigeria","NGA",9.08,8.68,2625,0,5693,2,4048,3,409,142,329,33,202,1,2822
"1858",1971,"Norway","NOR",60.47,8.47,174,0,355,33,302,0,162,7,139,1,174,1,198
"1859",1971,"Oman","OMN",21.51,55.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1860",1971,"Pakistan","PAK",30.38,69.35,6,51,9841,0,1606,0,477,28,83,42,1898,31,1544
"1861",1971,"Panama","PAN",8.54,-80.78,45,5,188,4,182,0,55,0,16,0,51,0,40
"1862",1971,"Paraguay","PRY",-23.44,-58.44,36,28,221,4,484,0,157,0,2,0,49,13,152
"1863",1971,"Peru","PER",-9.19,-75.02,401,49,1152,11,1548,0,287,1,171,1,446,2,660
"1864",1971,"Philippines","PHL",12.88,121.77,453,16,4416,43,2929,2,577,8,1227,5,714,0,2470
"1865",1971,"Poland","POL",51.92,19.15,1553,31,6112,30,940,0,1861,4,397,3,1385,10,3088
"1866",1971,"Portugal","PRT",39.4,-8.22,1221,52,1170,20,649,0,296,43,568,0,239,1,1064
"1867",1971,"Republic of Korea","QAT",35.91,127.77,1667,18,7109,1,376,NA,176,7,757,3,268,0,3630
"1868",1971,"Republic of Moldova","MDA",47.41,28.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1869",1971,"Romania","ROU",45.94,24.97,1146,53,4317,6,575,0,832,30,125,13,447,0,2152
"1870",1971,"Russian Federation","RUS",61.52,105.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1871",1971,"Rwanda","RWA",-1.94,29.87,83,128,169,0,1687,0,15,0,1,0,2,0,110
"1872",1971,"Saint Kitts and Nevis","KNA",17.36,-62.78,1,0,4,0,1,0,1,0,1,0,2,0,1
"1873",1971,"Saint Lucia","LCA",13.91,-60.98,3,0,8,0,24,0,3,0,3,0,3,0,1
"1874",1971,"Saint Vincent and the Grenadines","VCT",12.98,-61.29,2,0,9,0,6,0,2,0,1,0,4,0,1
"1875",1971,"Samoa","WSM",-13.76,-172.1,1,NA,5,0,35,0,4,0,5,0,4,0,1
"1876",1971,"Sao Tome and Principe","STP",0.19,6.61,3,0,6,0,3,0,0,0,1,0,1,0,2
"1877",1971,"Saudi Arabia","SAU",23.89,45.08,0,1,740,7,366,0,68,1,24,5,105,5,1394
"1878",1971,"Senegal","SEN",14.5,-14.45,17,0,724,1,46,0,60,19,86,3,80,1,100
"1879",1971,"Serbia","SRB",44.02,21.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1880",1971,"Sierra Leone","SLE",8.46,-11.78,157,0,324,0,94,0,12,4,46,2,27,0,144
"1881",1971,"Slovakia","SVK",48.67,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1882",1971,"Slovenia","SVN",46.15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1883",1971,"Solomon Islands","SLB",-9.65,160.16,1,0,6,0,9,0,3,0,10,0,2,0,4
"1884",1971,"South Africa","ZAF",-30.56,22.94,1237,68,4084,15,752,1,766,2,183,9,929,20,1038
"1885",1971,"Spain","ESP",40.46,-3.75,3140,101,3711,60,2524,NA,1573,181,1066,14,1010,1,5201
"1886",1971,"Sri Lanka","LKA",7.87,80.77,11,16,1744,8,544,1,60,3,142,48,300,11,149
"1887",1971,"Sudan","SDN",12.86,30.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1888",1971,"Suriname","SUR",3.92,-56.03,12,0,51,0,16,0,10,0,8,0,12,0,6
"1889",1971,"Swaziland","SWZ",-26.52,31.47,60,1,62,0,20,0,13,0,0,0,14,0,9
"1890",1971,"Sweden","SWE",60.13,18.64,577,4,636,104,681,0,420,17,227,2,384,2,320
"1891",1971,"Switzerland","CHE",46.82,8.23,820,1,656,31,938,0,454,38,65,2,322,1,489
"1892",1971,"Tajikistan","TJK",38.86,71.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1893",1971,"Thailand","THA",15.87,100.99,128,44,6121,5,2507,4,610,2,924,62,393,1,1901
"1894",1971,"The former Yugoslav Republic of Macedonia","THA",41.61,21.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1895",1971,"Timor-Leste","TLS",-8.87,125.73,3,3,56,0,24,0,46,0,0,0,2,0,20
"1896",1971,"Togo","TGO",8.62,0.82,71,12,256,0,28,0,15,1,21,2,5,0,49
"1897",1971,"Trinidad and Tobago","TTO",10.69,-61.22,25,0,129,0,66,0,28,0,11,1,43,0,23
"1898",1971,"Tunisia","TUN",33.89,9.54,52,2,919,3,183,0,61,8,25,11,112,4,564
"1899",1971,"Turkey","TUR",38.96,35.24,170,126,8022,3,4849,0,574,196,155,22,723,16,5930
"1900",1971,"Turkmenistan","TKM",38.97,59.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1901",1971,"Uganda","UGA",1.37,32.29,2516,193,680,1,1201,0,117,0,139,4,147,3,200
"1902",1971,"Ukraine","UKR",48.38,31.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1903",1971,"United Arab Emirates","ARE",23.42,53.85,NA,0,38,1,11,0,14,0,5,0,12,0,23
"1904",1971,"United Kingdom","GBR",55.38,-3.44,6252,50,5397,123,3507,0,4162,44,1097,10,2736,203,4214
"1905",1971,"United Republic of Tanzania","TZA",-6.37,34.89,678,75,949,3,680,0,147,5,175,5,143,2,747
"1906",1971,"United States of America","USA",37.09,-95.71,18631,651,16955,1238,19774,NA,22985,462,2976,69,12266,73,20930
"1907",1971,"Uruguay","URY",-32.52,-55.77,182,2,338,3,161,0,298,0,11,0,99,13,106
"1908",1971,"Uzbekistan","UZB",41.38,64.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1909",1971,"Vanuatu","VUT",-15.38,166.96,2,NA,6,0,4,0,4,0,4,0,2,0,5
"1910",1971,"Venezuela (Bolivarian Republic of)","VEN",6.42,-66.59,485,50,1333,41,1588,0,357,2,114,2,462,0,194
"1911",1971,"Viet Nam","VNM",14.06,108.28,185,22,7257,1,1548,1,441,5,691,30,410,14,1960
"1912",1971,"Yemen","YEM",15.55,48.52,39,0,967,7,132,0,44,0,16,2,88,4,171
"1913",1971,"Zambia","ZMB",-13.13,27.85,468,0,753,1,53,0,66,0,64,0,68,1,141
"1914",1971,"Zimbabwe","ZWE",-19.02,29.15,318,19,1007,0,63,0,78,0,9,0,99,4,99
"1915",1972,"Afghanistan","AFG",33.94,67.71,0,NA,3111,0,526,0,171,5,1,5,63,14,420
"1916",1972,"Albania","ALB",41.15,20.17,21,9,470,0,90,0,32,4,8,0,35,0,171
"1917",1972,"Algeria","DZA",28.03,1.66,66,15,2368,21,656,1,132,4,26,6,272,3,484
"1918",1972,"Angola","AGO",-11.2,17.87,183,46,441,1,275,0,65,2,38,0,81,0,169
"1919",1972,"Antigua and Barbuda","ATG",17.06,-61.8,1,0,5,0,8,0,2,0,2,0,2,0,2
"1920",1972,"Argentina","ARG",-38.42,-63.62,2462,12,3047,38,2288,NA,2051,7,145,6,1092,136,1926
"1921",1972,"Armenia","ARM",40.07,45.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1922",1972,"Australia","AUS",-25.27,133.78,1813,8,1338,19,1196,0,1554,19,167,2,755,28,897
"1923",1972,"Austria","AUT",47.52,14.55,1120,4,835,30,748,2,604,23,57,3,302,1,559
"1924",1972,"Azerbaijan","AZE",40.14,47.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1925",1972,"Bahamas","AZE",25.03,-77.4,10,0,15,0,17,0,15,0,2,0,8,0,27
"1926",1972,"Bangladesh","BGD",23.68,90.36,0,62,10624,0,1207,0,238,20,817,138,710,11,947
"1927",1972,"Barbados","BRB",13.19,-59.54,11,0,24,0,16,0,19,0,5,0,13,0,8
"1928",1972,"Belarus","BLR",53.71,27.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1929",1972,"Belgium","BEL",50.5,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1930",1972,"Belize","BLZ",17.19,-88.5,3,1,14,0,13,0,4,0,1,0,5,0,2
"1931",1972,"Benin","BEN",9.31,2.32,25,16,209,0,112,0,29,1,47,0,9,0,72
"1932",1972,"Bermuda","BMU",32.32,-64.76,5,0,4,0,9,0,5,0,2,0,3,0,5
"1933",1972,"Bolivia (Plurinational State of)","BOL",-16.29,-63.59,48,1,420,8,425,1,136,5,6,1,128,1,283
"1934",1972,"Bosnia and Herzegovina","BIH",43.92,17.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1935",1972,"Botswana","BWA",-22.33,24.68,61,0,100,0,9,0,32,0,1,0,12,1,12
"1936",1972,"Brazil","BRA",-14.24,-51.93,1473,2455,8700,407,9963,19,3131,48,696,4,4337,84,2572
"1937",1972,"Brunei Darussalam","BRN",4.54,114.73,2,0,15,0,8,0,5,0,4,0,7,0,8
"1938",1972,"Bulgaria","BGR",42.73,25.49,634,39,2062,0,882,0,410,25,72,5,298,0,850
"1939",1972,"Burkina Faso","BFA",12.24,-1.56,866,0,732,0,40,0,53,13,7,4,19,0,126
"1940",1972,"Cabo Verde","CPV",16,-24.01,4,0,34,0,6,0,1,0,3,1,6,0,2
"1941",1972,"Cambodia","KHM",12.57,104.99,6,5,1290,0,156,0,75,2,87,8,56,0,435
"1942",1972,"Cameroon","CMR",7.37,12.35,354,44,716,3,714,0,93,23,72,10,32,1,323
"1943",1972,"Canada","CAN",56.13,-106.35,2279,30,1941,91,1916,6,2125,54,317,5,1085,21,1732
"1944",1972,"Central African Republic","CAF",6.61,20.94,41,0,66,1,97,0,33,0,9,0,7,0,38
"1945",1972,"Chad","TCD",15.45,18.73,19,29,500,0,77,0,42,0,19,0,30,1,36
"1946",1972,"Chile","CHL",-35.68,-71.54,675,52,1598,10,437,0,305,2,155,0,402,19,952
"1947",1972,"China, Hong Kong SAR","CHN",22.4,114.11,81,12,606,1,289,2,297,7,215,1,72,6,349
"1948",1972,"China, Macao SAR","CHN",22.2,113.54,4,1,28,0,8,0,14,0,5,0,1,0,10
"1949",1972,"China, mainland","CHN",35.86,104.2,1520,1445,110178,3,3836,0,8598,216,3736,117,2408,122,37069
"1950",1972,"China, Taiwan Province of","CHN",23.7,120.96,212,22,2574,0,682,0,521,12,519,16,242,8,1261
"1951",1972,"Colombia","COL",4.57,-74.3,815,49,1700,90,2019,0,520,0,113,2,1114,0,814
"1952",1972,"Congo","COD",-0.23,15.83,31,3,45,0,72,0,17,0,39,0,6,0,22
"1953",1972,"Costa Rica","CRI",9.75,-83.75,24,21,192,8,196,0,35,0,12,0,111,0,38
"1954",1972,"Côte d'Ivoire","CIV",7.54,-5.55,118,0,583,0,631,0,139,9,105,12,45,0,191
"1955",1972,"Croatia","HRV",45.1,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1956",1972,"Cuba","CUB",21.52,-77.78,194,13,1084,32,407,4,297,1,157,1,472,0,161
"1957",1972,"Cyprus","CYP",35.13,33.43,19,1,60,2,126,0,38,5,5,0,20,0,89
"1958",1972,"Czechia","CZE",49.82,15.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1959",1972,"Democratic People's Republic of Korea","KOR",40.34,127.51,135,188,2382,0,322,NA,147,5,462,0,179,NA,1497
"1960",1972,"Denmark","DNK",56.26,9.5,660,0,421,64,307,0,289,8,106,1,256,2,216
"1961",1972,"Djibouti","DJI",11.83,42.59,4,0,18,0,8,0,4,0,0,0,6,0,3
"1962",1972,"Dominica","DMA",15.41,-61.37,1,0,6,0,13,0,2,0,2,0,3,0,3
"1963",1972,"Dominican Republic","DOM",18.74,-70.16,61,31,283,14,1047,2,79,1,29,1,147,0,107
"1964",1972,"Ecuador","ECU",-1.83,-78.18,83,23,522,5,1471,0,110,0,47,0,247,0,225
"1965",1972,"Egypt","EGY",26.82,30.8,25,14,6386,3,1485,0,404,2,100,28,615,14,4707
"1966",1972,"El Salvador","SLV",13.79,-88.9,29,32,444,9,156,2,38,2,5,0,112,0,128
"1967",1972,"Estonia","EST",58.6,25.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1968",1972,"Ethiopia","ETH",9.15,40.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1969",1972,"Fiji","FJI",-16.58,179.41,12,0,75,0,8,0,11,0,11,0,17,1,8
"1970",1972,"Finland","FIN",61.92,25.75,303,0,453,54,260,0,225,1,104,1,232,1,97
"1971",1972,"France","FRA",46.23,2.21,8622,68,5042,254,3925,0,4572,162,1111,12,2030,4,6005
"1972",1972,"French Polynesia","PYF",-17.68,-149.41,9,0,15,0,6,0,6,0,5,0,4,0,8
"1973",1972,"Gabon","GAB",-0.8,11.61,28,0,18,0,114,0,29,0,15,0,3,0,23
"1974",1972,"Gambia","GMB",13.44,-15.31,17,0,78,0,3,0,6,0,6,0,3,0,6
"1975",1972,"Georgia","GEO",42.32,43.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976",1972,"Germany","DEU",51.17,10.45,12744,28,7487,378,8182,1,6532,185,843,25,3196,12,4962
"1977",1972,"Ghana","GHA",7.95,-1.02,247,0,530,0,930,0,86,5,357,17,91,0,457
"1978",1972,"Greece","GRC",39.07,21.82,318,33,1420,15,1017,5,456,68,118,3,222,0,1814
"1979",1972,"Grenada","GRD",12.26,-61.6,2,0,8,0,14,0,3,0,3,0,4,0,2
"1980",1972,"Guatemala","GTM",15.78,-90.23,51,55,763,19,201,1,67,0,3,1,167,0,169
"1981",1972,"Guinea","GIN",9.95,-9.7,7,0,377,5,495,0,18,0,15,0,14,0,338
"1982",1972,"Guinea-Bissau","GNB",11.8,-15.18,12,0,57,0,32,0,9,1,3,0,3,0,17
"1983",1972,"Guyana","GUY",4.86,-58.93,11,0,85,1,42,0,16,0,13,0,32,0,10
"1984",1972,"Haiti","HTI",18.97,-72.29,49,36,429,12,601,1,59,NA,7,0,115,0,209
"1985",1972,"Honduras","HND",15.2,-86.24,35,22,350,10,260,0,34,0,4,0,81,0,52
"1986",1972,"Hungary","HUN",47.16,19.5,1056,6,1722,27,669,0,1023,19,39,53,404,1,1018
"1987",1972,"Iceland","ISL",64.96,-19.02,5,0,19,2,11,0,14,0,16,0,10,0,3
"1988",1972,"India","IND",20.59,78.96,326,1330,83283,25,14366,43,2093,265,1437,648,10928,248,25929
"1989",1972,"Indonesia","IDN",-0.79,113.92,43,279,16545,65,3308,0,493,6,1203,43,1490,24,2221
"1990",1972,"Iran (Islamic Republic of)","IRN",32.43,53.69,54,39,4659,0,1641,1,453,72,13,14,774,30,2416
"1991",1972,"Iraq","IRQ",33.22,43.68,10,10,1520,1,372,0,119,4,30,3,331,22,1757
"1992",1972,"Ireland","IRL",53.41,-8.24,282,2,381,2,156,NA,228,2,34,0,153,13,126
"1993",1972,"Israel","ISR",31.05,34.85,68,5,467,7,670,0,164,5,52,1,124,2,539
"1994",1972,"Italy","ITA",41.87,12.57,6824,129,9923,176,6463,4,3130,272,715,6,1798,3,7929
"1995",1972,"Jamaica","JAM",18.11,-77.3,61,2,215,2,238,1,60,0,75,2,98,0,63
"1996",1972,"Japan","JPN",36.2,138.25,5337,249,15265,111,6769,NA,2295,90,6866,37,3492,112,13864
"1997",1972,"Jordan","JOR",30.59,36.24,2,0,266,2,67,0,26,1,3,0,49,2,206
"1998",1972,"Kazakhstan","KAZ",48.02,66.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999",1972,"Kenya","KEN",-0.02,37.91,521,76,1826,1,467,1,196,1,29,3,223,6,302
"2000",1972,"Kiribati","KIR",-3.37,-168.73,1,NA,4,0,3,0,1,0,3,0,2,0,3
"2001",1972,"Kuwait","KWT",29.31,47.48,0,0,105,1,77,1,36,2,5,2,35,2,115
"2002",1972,"Kyrgyzstan","KGZ",41.2,74.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003",1972,"Lao People's Democratic Republic","LAO",19.86,102.5,17,1,544,2,72,0,28,0,21,4,3,0,45
"2004",1972,"Latvia","LVA",56.88,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2005",1972,"Lebanon","LBN",33.85,35.86,15,1,336,7,390,0,61,11,9,1,99,4,290
"2006",1972,"Lesotho","LSO",-29.61,28.23,15,1,209,0,17,NA,19,0,0,0,14,0,18
"2007",1972,"Liberia","LBR",6.43,-9.43,13,NA,171,0,92,0,17,1,18,0,7,0,51
"2008",1972,"Lithuania","LTU",55.17,23.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009",1972,"Luxembourg","LUX",49.82,6.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010",1972,"Madagascar","MDG",-18.77,46.87,38,28,1047,4,572,0,167,2,52,3,89,0,231
"2011",1972,"Malawi","MWI",-13.25,34.3,202,33,902,0,254,0,24,0,68,1,31,0,152
"2012",1972,"Malaysia","MYS",4.21,101.98,39,20,1821,8,678,1,187,6,256,17,368,5,338
"2013",1972,"Maldives","MDV",3.2,73.22,0,0,13,0,7,0,1,1,11,0,4,0,13
"2014",1972,"Mali","MLI",17.57,-4,33,0,795,0,99,0,93,13,70,1,29,1,204
"2015",1972,"Malta","MLT",35.94,14.38,8,1,50,1,20,0,15,0,4,0,15,0,31
"2016",1972,"Mauritania","MRT",21.01,-10.94,1,0,131,0,11,0,38,0,13,0,20,1,3
"2017",1972,"Mauritius","MUS",-20.35,57.55,9,0,122,0,14,0,6,0,11,1,36,1,20
"2018",1972,"Mexico","MEX",23.63,-102.55,1581,773,8950,84,4424,1,1358,24,234,30,2034,0,2129
"2019",1972,"Mongolia","MNG",46.86,103.85,4,0,181,0,6,0,154,0,0,0,20,4,12
"2020",1972,"Montenegro","MNE",42.71,19.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021",1972,"Morocco","MAR",31.79,-7.09,84,1,3660,13,532,1,214,6,101,13,460,13,622
"2022",1972,"Mozambique","MOZ",-18.67,35.53,96,0,657,3,293,1,63,23,41,0,117,0,167
"2023",1972,"Myanmar","MMR",21.91,95.96,17,97,3073,1,681,0,188,20,394,20,134,12,902
"2024",1972,"Namibia","NAM",-22.96,18.49,3,0,85,0,25,0,33,0,7,0,27,0,21
"2025",1972,"Nepal","NPL",28.39,84.12,0,10,1833,0,106,0,88,0,2,14,15,1,180
"2026",1972,"Netherlands","NLD",52.13,5.29,1022,10,1017,109,1038,NA,819,22,170,4,663,9,1007
"2027",1972,"New Caledonia","NCL",-20.9,165.62,7,0,14,0,11,0,8,0,1,0,4,0,9
"2028",1972,"New Zealand","NZL",-40.9,174.89,388,1,235,7,220,NA,326,1,36,1,142,8,253
"2029",1972,"Nicaragua","NIC",12.87,-85.21,25,42,271,5,148,0,58,0,5,0,87,0,36
"2030",1972,"Niger","NER",17.61,8.08,4,0,948,0,23,0,95,2,10,1,13,0,43
"2031",1972,"Nigeria","NGA",9.08,8.68,2726,0,5212,1,4048,0,388,142,356,34,181,1,2699
"2032",1972,"Norway","NOR",60.47,8.47,180,0,354,41,328,0,171,8,171,1,174,1,184
"2033",1972,"Oman","OMN",21.51,55.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2034",1972,"Pakistan","PAK",30.38,69.35,4,41,10648,0,1792,0,493,30,79,60,1842,32,1702
"2035",1972,"Panama","PAN",8.54,-80.78,35,5,152,2,185,0,55,0,18,0,56,0,37
"2036",1972,"Paraguay","PRY",-23.44,-58.44,37,24,233,4,470,0,155,0,3,0,53,14,152
"2037",1972,"Peru","PER",-9.19,-75.02,403,51,1239,14,1382,0,289,1,185,1,492,3,658
"2038",1972,"Philippines","PHL",12.88,121.77,471,20,4832,49,2680,3,547,8,1315,11,767,0,2574
"2039",1972,"Poland","POL",51.92,19.15,1653,32,6203,31,940,0,2048,6,411,3,1441,11,3170
"2040",1972,"Portugal","PRT",39.4,-8.22,941,48,1210,22,659,1,320,50,568,0,241,1,1138
"2041",1972,"Republic of Korea","QAT",35.91,127.77,1795,20,7610,3,449,NA,188,7,996,1,278,0,3487
"2042",1972,"Republic of Moldova","MDA",47.41,28.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2043",1972,"Romania","ROU",45.94,24.97,1164,55,4251,13,670,0,967,25,127,14,465,0,2237
"2044",1972,"Russian Federation","RUS",61.52,105.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2045",1972,"Rwanda","RWA",-1.94,29.87,84,120,168,0,1691,0,16,0,1,0,2,0,116
"2046",1972,"Saint Kitts and Nevis","KNA",17.36,-62.78,1,0,4,0,1,0,1,0,2,0,2,0,1
